customer_id,total_previous_invoices,previous_paid_invoices,previous_late_invoices,previous_unresolved_invoices,avg_payment_delay_days,disputes_count,reminders_sent,reminders_responded,previous_payment_failures,previous_promises,promises_kept,promises_broken,previous_reminders_successful,customer_tenure_days,average_invoice_amount,previous_outstanding_amount,invoice_amount,days_overdue,recovered
CUST_03869,27,26,1,0,21.8,3,7,2,4,0,0,0,5,1027,100000,0,50000,58,0
CUST_03870,12,6,5,1,12.3,0,2,1,0,3,0,3,1,1195,50000,100000,10000,38,0
CUST_03871,29,26,3,0,22.9,1,4,1,1,1,0,1,2,352,250000,0,75000,49,0
CUST_03872,17,10,5,2,14.4,5,1,0,0,4,1,3,0,1546,500000,200000,10000,1,0
CUST_03873,20,11,5,4,28.5,2,6,5,4,6,5,1,5,960,25000,200000,25000,55,0
CUST_03874,14,9,4,1,26.0,2,8,6,1,6,2,4,1,967,75000,10000,500000,55,0
CUST_03875,23,19,4,0,16.6,5,2,2,2,3,3,0,2,227,250000,0,25000,11,1
CUST_03876,10,3,2,5,5.3,4,7,2,4,3,1,2,2,649,50000,500000,100000,40,0
CUST_03877,30,27,2,1,17.4,3,4,2,4,3,1,2,0,1661,500000,100000,250000,29,0
CUST_03878,11,11,0,0,29.0,0,3,3,3,0,0,0,0,1469,10000,0,500000,43,1
CUST_03879,14,6,5,3,27.3,5,0,0,0,1,0,1,0,1022,25000,300000,100000,13,0
CUST_03880,11,4,5,2,17.8,4,3,0,2,2,1,1,3,378,75000,100000,75000,15,0
CUST_03881,8,7,0,1,18.6,1,7,4,0,0,0,0,2,972,250000,50000,10000,9,1
CUST_03882,26,25,0,1,21.2,5,7,0,0,1,1,0,4,1170,50000,25000,50000,43,0
CUST_03883,13,5,1,7,27.8,1,0,0,5,3,1,2,0,1653,25000,700000,25000,35,0
CUST_03884,20,10,9,1,4.7,0,6,0,5,0,0,0,2,350,10000,100000,500000,34,0
CUST_03885,22,16,0,6,6.8,5,1,1,5,1,1,0,1,518,50000,60000,10000,57,0
CUST_03886,19,12,1,6,24.0,0,8,5,4,4,0,4,5,1260,250000,600000,25000,11,0
CUST_03887,10,2,3,5,25.4,0,4,0,5,3,0,3,0,1692,250000,500000,10000,0,0
CUST_03888,23,20,2,1,18.7,1,2,2,4,2,2,0,2,1495,100000,50000,500000,4,1
CUST_03889,5,4,0,1,9.7,0,4,1,2,6,5,1,4,135,10000,10000,75000,51,1
CUST_03890,29,24,4,1,14.6,0,4,3,4,5,3,2,3,267,50000,50000,500000,26,0
CUST_03891,6,5,1,0,6.3,1,7,6,4,0,0,0,2,1475,75000,0,75000,35,1
CUST_03892,20,12,8,0,9.2,0,5,1,5,2,1,1,3,1183,50000,0,50000,39,0
CUST_03893,24,18,1,5,13.3,2,7,0,2,6,0,6,4,1602,500000,125000,500000,39,0
CUST_03894,21,18,1,2,15.0,2,0,0,5,2,0,2,0,256,10000,50000,50000,20,0
CUST_03895,14,14,0,0,14.0,2,3,3,2,0,0,0,1,483,500000,0,100000,59,1
CUST_03896,10,6,4,0,1.2,4,5,5,1,6,2,4,5,299,10000,0,50000,35,0
CUST_03897,13,12,1,0,22.4,4,4,4,0,4,1,3,0,790,10000,0,75000,28,0
CUST_03898,14,8,5,1,11.4,4,3,3,5,4,0,4,1,1514,500000,25000,10000,3,0
CUST_03899,15,7,7,1,13.8,0,7,1,0,0,0,0,2,1175,500000,100000,75000,57,0
CUST_03900,26,21,0,5,2.7,2,6,6,3,3,0,3,6,417,50000,500000,75000,56,1
CUST_03901,18,12,6,0,16.8,3,5,3,4,2,2,0,5,211,75000,0,25000,57,0
CUST_03902,17,14,2,1,10.5,0,0,0,1,1,1,0,0,197,500000,50000,50000,43,1
CUST_03903,9,4,0,5,7.9,3,1,1,5,3,1,2,1,1042,250000,50000,25000,56,0
CUST_03904,15,13,0,2,21.8,3,3,0,4,5,5,0,2,40,50000,50000,50000,44,0
CUST_03905,20,19,1,0,21.8,1,2,1,2,1,1,0,0,1236,50000,0,50000,27,0
CUST_03906,14,6,5,3,25.0,2,8,8,4,0,0,0,4,1429,250000,150000,75000,28,0
CUST_03907,9,4,5,0,7.9,3,2,1,5,2,0,2,0,417,250000,0,100000,10,0
CUST_03908,10,4,5,1,21.3,5,8,8,3,1,0,1,6,1595,500000,100000,500000,30,0
CUST_03909,13,3,8,2,22.1,2,8,1,2,1,1,0,8,241,100000,200000,75000,42,0
CUST_03910,29,21,4,4,26.2,0,1,1,0,5,1,4,1,1274,25000,100000,50000,18,0
CUST_03911,5,3,1,1,21.0,2,7,2,0,6,6,0,4,1324,75000,10000,50000,60,0
CUST_03912,18,16,1,1,21.8,3,7,4,0,3,0,3,3,168,75000,50000,100000,44,0
CUST_03913,10,2,1,7,23.5,0,3,0,5,4,3,1,0,148,250000,70000,25000,39,0
CUST_03914,6,3,2,1,5.9,4,1,0,2,4,0,4,1,122,75000,25000,25000,50,0
CUST_03915,17,11,6,0,23.8,4,0,0,4,1,0,1,0,169,250000,0,50000,47,0
CUST_03916,7,6,0,1,25.8,2,7,7,0,4,0,4,0,858,100000,100000,75000,29,0
CUST_03917,18,16,2,0,19.4,1,2,2,0,4,0,4,1,1728,75000,0,50000,17,1
CUST_03918,7,1,5,1,10.4,1,7,3,1,4,0,4,4,409,100000,10000,75000,60,0
CUST_03919,26,25,0,1,24.4,2,0,0,4,0,0,0,0,70,75000,25000,100000,18,0
CUST_03920,19,17,2,0,17.8,4,8,6,1,4,1,3,6,1567,250000,0,10000,22,1
CUST_03921,20,10,0,10,17.5,2,7,3,5,2,1,1,0,1173,250000,1000000,100000,14,0
CUST_03922,21,14,6,1,24.5,5,6,5,2,2,1,1,3,493,50000,100000,10000,53,0
CUST_03923,29,20,1,8,24.6,2,0,0,0,3,3,0,0,1601,500000,200000,250000,8,0
CUST_03924,27,18,6,3,21.5,1,6,0,0,3,1,2,4,1535,250000,300000,250000,34,0
CUST_03925,12,10,2,0,26.9,3,7,3,3,3,3,0,7,1163,500000,0,25000,35,1
CUST_03926,28,24,2,2,4.7,0,3,1,1,1,1,0,2,184,250000,50000,250000,27,1
CUST_03927,13,10,1,2,18.0,0,5,2,3,1,1,0,3,364,250000,200000,500000,21,1
CUST_03928,10,3,1,6,16.6,4,1,1,3,5,1,4,1,126,50000,150000,100000,58,0
CUST_03929,18,12,6,0,10.4,3,3,1,2,4,4,0,0,568,100000,0,10000,44,0
CUST_03930,24,19,2,3,0.6,4,7,4,1,5,1,4,1,464,250000,150000,250000,29,0
CUST_03931,17,11,6,0,23.4,0,2,1,1,1,1,0,2,671,250000,0,75000,35,0
CUST_03932,8,8,0,0,2.2,1,8,7,1,2,1,1,7,952,50000,0,25000,57,1
CUST_03933,7,6,0,1,13.7,4,2,1,3,4,0,4,2,505,10000,25000,500000,4,0
CUST_03934,22,22,0,0,17.0,2,0,0,2,2,2,0,0,544,100000,0,50000,34,1
CUST_03935,28,25,1,2,4.7,4,0,0,0,5,0,5,0,1713,100000,20000,75000,49,0
CUST_03936,23,13,8,2,22.2,0,3,1,1,2,2,0,3,806,75000,50000,500000,48,0
CUST_03937,13,9,2,2,6.1,1,8,0,4,3,1,2,8,461,500000,200000,500000,2,1
CUST_03938,25,24,0,1,15.8,4,6,0,5,0,0,0,4,1180,100000,50000,100000,41,0
CUST_03939,10,4,3,3,22.5,2,8,7,5,5,1,4,1,1647,100000,150000,100000,48,0
CUST_03940,5,5,0,0,12.7,2,7,7,4,3,3,0,4,1156,500000,0,10000,9,1
CUST_03941,10,9,1,0,2.1,0,2,1,0,5,1,4,0,1348,10000,0,100000,13,1
CUST_03942,17,11,3,3,20.1,3,1,0,2,5,5,0,1,1285,50000,30000,75000,2,0
CUST_03943,15,13,0,2,4.2,1,0,0,2,2,1,1,0,128,75000,20000,75000,14,1
CUST_03944,14,12,1,1,11.6,4,1,1,5,1,0,1,0,1543,25000,50000,500000,31,0
CUST_03945,23,17,1,5,10.9,4,0,0,5,5,2,3,0,1202,50000,500000,250000,47,0
CUST_03946,30,29,0,1,14.8,0,2,2,2,5,5,0,0,1616,25000,10000,10000,9,1
CUST_03947,10,2,7,1,20.6,1,7,0,5,4,0,4,1,1477,250000,10000,10000,44,0
CUST_03948,7,6,0,1,15.6,3,0,0,5,0,0,0,0,307,50000,100000,50000,10,0
CUST_03949,25,20,5,0,15.6,2,7,4,3,1,1,0,1,529,75000,0,25000,19,1
CUST_03950,8,3,5,0,26.2,3,4,4,2,1,0,1,2,1773,25000,0,50000,17,0
CUST_03951,17,17,0,0,7.0,0,6,6,5,1,1,0,4,94,500000,0,50000,4,1
CUST_03952,15,12,0,3,10.3,3,7,3,2,2,1,1,1,1330,500000,300000,100000,42,0
CUST_03953,26,16,6,4,17.9,2,2,0,0,6,0,6,2,365,100000,200000,75000,9,0
CUST_03954,22,12,9,1,19.7,5,1,1,2,2,1,1,1,236,25000,100000,250000,20,0
CUST_03955,20,16,4,0,21.4,2,4,0,4,0,0,0,2,1336,75000,0,50000,23,0
CUST_03956,22,22,0,0,25.0,1,8,6,1,3,3,0,5,766,75000,0,75000,13,1
CUST_03957,17,12,0,5,19.8,4,1,1,0,3,0,3,0,298,75000,500000,250000,10,0
CUST_03958,28,24,1,3,1.3,2,1,1,0,6,4,2,0,649,500000,30000,25000,20,1
CUST_03959,24,20,3,1,28.3,4,3,0,0,3,0,3,2,1393,250000,100000,250000,53,0
CUST_03960,21,18,0,3,17.8,2,3,2,2,5,3,2,3,512,75000,300000,500000,16,1
CUST_03961,25,20,5,0,23.8,4,8,7,5,2,0,2,0,835,250000,0,50000,32,0
CUST_03962,7,5,0,2,11.4,2,3,2,1,3,1,2,1,374,100000,50000,100000,6,0
CUST_03963,16,8,4,4,19.4,2,3,2,2,2,0,2,1,1328,100000,400000,10000,5,0
CUST_03964,26,19,1,6,26.9,1,0,0,3,0,0,0,0,401,10000,600000,25000,29,0
CUST_03965,9,2,0,7,12.4,5,0,0,0,1,0,1,0,1786,25000,70000,250000,49,0
CUST_03966,27,20,1,6,10.3,2,8,4,4,4,2,2,8,162,100000,60000,25000,38,0
CUST_03967,15,12,1,2,6.4,2,0,0,1,2,0,2,0,670,500000,20000,250000,26,1
CUST_03968,16,14,2,0,5.1,2,6,2,0,1,0,1,1,1345,100000,0,10000,12,1
CUST_03969,11,6,4,1,21.0,5,8,6,0,1,1,0,2,35,100000,50000,25000,13,0
CUST_03970,6,5,1,0,21.3,0,4,1,2,2,1,1,1,868,25000,0,250000,38,0
CUST_03971,8,7,0,1,2.8,0,3,1,2,5,1,4,2,692,25000,10000,25000,10,1
CUST_03972,11,3,2,6,0.1,4,2,2,2,6,4,2,1,1393,250000,600000,10000,5,0
CUST_03973,5,2,3,0,1.4,0,3,1,4,5,3,2,2,1654,50000,0,250000,6,1
CUST_03974,5,3,1,1,5.5,1,7,2,2,6,2,4,3,1400,250000,50000,500000,23,0
CUST_03975,16,12,2,2,8.0,5,3,0,4,6,3,3,2,885,500000,50000,10000,13,0
CUST_03976,11,9,2,0,12.1,0,4,1,3,5,0,5,1,1206,75000,0,10000,5,0
CUST_03977,20,15,3,2,0.3,0,7,4,4,5,1,4,7,370,25000,50000,75000,31,0
CUST_03978,19,17,1,1,9.8,1,8,5,4,3,1,2,7,1715,250000,50000,25000,15,0
CUST_03979,5,3,1,1,12.6,0,1,1,4,4,2,2,1,784,500000,50000,250000,7,1
CUST_03980,5,2,0,3,7.2,3,2,1,4,2,0,2,0,1691,50000,75000,50000,36,0
CUST_03981,5,1,0,4,20.2,3,0,0,3,6,2,4,0,427,250000,100000,75000,31,0
CUST_03982,5,1,2,2,28.9,5,0,0,2,6,2,4,0,998,500000,100000,75000,39,0
CUST_03983,24,15,8,1,5.5,5,5,2,2,0,0,0,4,1759,50000,50000,100000,26,1
CUST_03984,23,18,5,0,24.9,1,4,1,0,1,1,0,4,1421,75000,0,250000,5,1
CUST_03985,19,12,0,7,25.3,0,3,3,4,2,2,0,3,1642,100000,700000,100000,25,1
CUST_03986,7,0,2,5,20.8,3,2,1,4,5,0,5,1,1402,100000,500000,500000,39,0
CUST_03987,22,16,0,6,13.1,1,0,0,2,6,3,3,0,485,25000,600000,100000,29,0
CUST_03988,18,10,3,5,24.6,5,6,3,0,0,0,0,6,1221,50000,125000,500000,25,0
CUST_03989,24,24,0,0,24.6,4,5,0,0,3,1,2,0,1775,75000,0,500000,30,0
CUST_03990,11,5,3,3,27.8,0,8,3,0,2,0,2,8,1034,50000,30000,10000,39,0
CUST_03991,10,5,3,2,19.3,5,7,1,5,1,0,1,6,1511,500000,20000,75000,47,0
CUST_03992,12,7,0,5,17.3,5,4,2,1,5,1,4,0,63,50000,50000,25000,35,0
CUST_03993,26,17,5,4,16.7,5,5,0,3,5,0,5,3,696,500000,400000,10000,10,0
CUST_03994,8,0,0,8,1.7,1,6,1,1,5,2,3,0,1687,25000,200000,100000,45,0
CUST_03995,30,20,3,7,3.7,1,0,0,3,4,3,1,0,96,100000,700000,25000,15,0
CUST_03996,6,3,3,0,22.5,3,7,6,5,5,5,0,5,403,25000,0,500000,45,0
CUST_03997,18,15,2,1,19.0,0,5,0,2,4,0,4,1,952,75000,25000,75000,12,0
CUST_03998,10,1,4,5,15.4,4,4,1,3,3,3,0,1,1781,25000,50000,500000,19,0
CUST_03999,20,20,0,0,8.8,2,6,1,1,5,0,5,0,1230,75000,0,10000,47,0
CUST_04000,24,19,0,5,18.3,4,7,0,0,0,0,0,4,1348,250000,500000,75000,29,0
CUST_04001,8,2,0,6,8.0,2,7,3,3,1,1,0,5,1772,250000,300000,10000,30,0
CUST_04002,13,9,0,4,11.0,5,8,2,0,1,0,1,0,756,50000,40000,25000,21,0
CUST_04003,12,7,2,3,13.1,5,3,3,4,2,1,1,0,1042,500000,30000,50000,46,0
CUST_04004,30,29,1,0,3.2,3,2,0,5,5,2,3,0,664,500000,0,25000,36,0
CUST_04005,19,19,0,0,22.8,3,8,8,4,4,2,2,4,721,25000,0,75000,6,1
CUST_04006,10,8,1,1,12.7,3,5,3,3,5,3,2,0,1238,10000,50000,25000,43,0
CUST_04007,19,19,0,0,0.1,5,3,0,3,1,0,1,1,1644,25000,0,250000,20,0
CUST_04008,8,0,1,7,4.9,2,8,0,3,3,3,0,3,1097,500000,700000,50000,54,0
CUST_04009,19,15,0,4,9.2,0,5,2,1,6,1,5,1,1580,25000,400000,10000,23,0
CUST_04010,9,8,0,1,5.0,4,1,1,5,1,1,0,0,467,50000,50000,50000,38,1
CUST_04011,15,9,5,1,24.9,1,6,1,1,4,2,2,5,1324,10000,100000,500000,15,0
CUST_04012,23,18,0,5,8.9,4,6,3,2,6,4,2,1,1168,50000,125000,500000,21,0
CUST_04013,27,21,3,3,8.7,0,4,3,0,3,2,1,1,668,10000,150000,50000,39,1
CUST_04014,22,16,1,5,17.0,5,2,1,4,1,1,0,1,1355,75000,250000,25000,24,0
CUST_04015,8,0,5,3,20.2,3,6,3,4,6,4,2,3,938,50000,75000,100000,32,0
CUST_04016,26,21,5,0,16.8,0,1,1,3,2,1,1,1,1085,50000,0,10000,0,1
CUST_04017,22,20,2,0,15.2,3,5,0,4,0,0,0,0,646,25000,0,50000,38,0
CUST_04018,24,22,2,0,6.4,5,2,2,0,3,2,1,1,1342,500000,0,500000,46,1
CUST_04019,20,19,0,1,7.9,5,7,7,5,4,1,3,1,815,500000,25000,10000,9,0
CUST_04020,20,11,7,2,18.1,1,7,1,5,0,0,0,2,1085,250000,100000,75000,19,0
CUST_04021,16,15,1,0,2.2,3,6,2,0,5,3,2,5,1415,75000,0,100000,7,1
CUST_04022,18,16,1,1,21.8,0,6,3,5,4,2,2,6,1577,25000,25000,10000,36,0
CUST_04023,5,4,1,0,5.6,3,3,2,5,5,0,5,0,490,75000,0,10000,17,0
CUST_04024,15,14,0,1,27.3,4,5,2,1,3,0,3,0,1746,50000,10000,10000,23,0
CUST_04025,11,6,3,2,7.7,1,6,4,4,6,5,1,2,999,25000,20000,50000,6,1
CUST_04026,9,1,6,2,26.3,4,2,1,3,4,0,4,0,348,10000,100000,10000,54,0
CUST_04027,25,19,4,2,21.0,0,1,1,4,6,4,2,1,965,75000,200000,25000,10,0
CUST_04028,29,27,0,2,4.6,5,5,4,3,0,0,0,3,1633,250000,50000,500000,48,0
CUST_04029,8,6,2,0,5.7,3,8,7,1,5,4,1,7,1487,100000,0,50000,4,1
CUST_04030,27,23,0,4,21.7,5,6,6,1,1,1,0,0,585,100000,200000,500000,49,0
CUST_04031,25,16,2,7,12.4,4,5,2,5,4,2,2,2,414,50000,175000,75000,34,0
CUST_04032,12,9,2,1,4.7,5,1,0,4,1,1,0,1,1156,500000,50000,50000,44,0
CUST_04033,21,17,3,1,13.0,4,2,1,3,6,2,4,1,427,10000,50000,75000,2,0
CUST_04034,14,6,6,2,15.5,4,7,6,3,1,0,1,4,1433,50000,100000,10000,15,0
CUST_04035,27,26,1,0,2.7,1,6,3,1,1,0,1,4,1373,250000,0,10000,39,1
CUST_04036,22,15,6,1,17.8,4,6,0,2,6,3,3,2,1778,100000,100000,250000,34,0
CUST_04037,5,2,1,2,17.2,5,2,1,2,3,2,1,2,353,250000,20000,10000,2,0
CUST_04038,29,27,0,2,29.9,0,2,2,5,5,4,1,2,328,50000,200000,50000,37,1
CUST_04039,5,2,1,2,19.5,0,6,3,5,0,0,0,2,247,100000,100000,75000,53,0
CUST_04040,28,19,7,2,12.0,5,4,0,5,5,1,4,0,588,500000,20000,25000,43,0
CUST_04041,18,10,5,3,25.1,3,7,0,0,6,1,5,7,250,250000,300000,10000,7,0
CUST_04042,22,19,1,2,11.5,5,5,2,4,0,0,0,1,580,50000,100000,100000,28,0
CUST_04043,6,5,1,0,13.7,0,0,0,5,3,1,2,0,664,50000,0,25000,31,0
CUST_04044,16,6,7,3,26.6,2,4,0,2,5,0,5,0,1258,75000,30000,25000,52,0
CUST_04045,8,4,2,2,28.7,0,6,2,2,3,2,1,5,815,50000,20000,25000,34,0
CUST_04046,19,10,1,8,29.7,3,3,2,1,5,3,2,1,69,50000,400000,75000,50,0
CUST_04047,23,18,2,3,7.6,1,8,6,4,5,4,1,1,947,10000,75000,50000,31,0
CUST_04048,17,12,1,4,13.5,5,7,4,2,2,0,2,4,836,500000,400000,25000,55,0
CUST_04049,27,21,5,1,18.0,1,0,0,5,1,1,0,0,1019,500000,10000,100000,3,1
CUST_04050,5,1,0,4,23.5,4,5,2,2,2,2,0,4,785,75000,400000,10000,24,0
CUST_04051,14,11,2,1,15.4,2,3,3,4,6,5,1,3,1398,50000,100000,250000,53,1
CUST_04052,22,21,0,1,27.3,3,5,2,0,0,0,0,1,844,75000,10000,100000,54,0
CUST_04053,19,19,0,0,4.7,0,6,6,1,2,1,1,6,939,25000,0,10000,13,1
CUST_04054,16,7,4,5,26.3,4,3,0,3,3,1,2,2,1375,500000,500000,250000,17,0
CUST_04055,16,12,1,3,18.3,3,5,3,3,2,0,2,2,1357,10000,150000,75000,29,0
CUST_04056,19,13,4,2,24.9,3,4,4,0,0,0,0,4,429,500000,100000,25000,44,0
CUST_04057,30,20,3,7,3.0,5,2,1,0,4,1,3,1,1102,25000,700000,50000,32,0
CUST_04058,25,15,8,2,23.4,5,1,0,4,6,2,4,1,922,100000,200000,500000,32,0
CUST_04059,22,13,4,5,27.8,4,5,4,3,5,3,2,5,534,25000,500000,250000,49,0
CUST_04060,29,29,0,0,29.3,4,2,1,0,2,1,1,2,1704,500000,0,250000,44,0
CUST_04061,14,9,3,2,7.3,4,0,0,5,0,0,0,0,1612,75000,20000,25000,54,0
CUST_04062,12,11,0,1,27.3,5,2,0,3,0,0,0,1,1603,50000,100000,250000,43,0
CUST_04063,24,24,0,0,9.9,5,4,4,3,2,2,0,0,1788,75000,0,250000,13,0
CUST_04064,14,9,4,1,1.9,1,5,4,4,6,5,1,1,130,250000,50000,10000,1,1
CUST_04065,22,19,2,1,2.7,5,1,1,2,1,1,0,0,704,10000,100000,500000,48,0
CUST_04066,15,7,4,4,18.1,0,7,6,0,0,0,0,3,135,25000,200000,500000,24,0
CUST_04067,12,8,4,0,27.1,3,4,1,1,0,0,0,1,1263,75000,0,100000,25,0
CUST_04068,27,20,1,6,7.4,4,6,5,5,2,2,0,5,470,75000,60000,10000,1,1
CUST_04069,17,7,3,7,15.1,5,7,3,3,4,0,4,2,81,100000,700000,10000,10,0
CUST_04070,24,20,1,3,5.2,0,7,0,1,2,0,2,3,143,10000,150000,500000,47,0
CUST_04071,8,8,0,0,12.2,1,6,4,3,0,0,0,3,1049,50000,0,10000,50,1
CUST_04072,17,11,6,0,27.3,0,7,4,3,5,4,1,6,82,10000,0,25000,6,0
CUST_04073,27,24,0,3,20.9,0,1,1,2,4,4,0,1,376,50000,300000,250000,28,0
CUST_04074,28,18,5,5,17.3,5,7,4,0,3,3,0,7,1302,25000,500000,500000,36,0
CUST_04075,25,23,1,1,2.7,4,6,1,4,0,0,0,3,160,25000,25000,250000,54,0
CUST_04076,14,12,2,0,19.7,2,4,0,3,0,0,0,0,1471,25000,0,10000,56,0
CUST_04077,10,5,4,1,29.2,0,8,6,2,0,0,0,7,1389,75000,25000,100000,52,1
CUST_04078,29,26,0,3,23.4,5,0,0,4,5,5,0,0,789,500000,150000,50000,58,0
CUST_04079,6,2,0,4,15.7,3,4,4,2,3,0,3,3,491,10000,100000,500000,37,0
CUST_04080,22,15,7,0,16.0,1,0,0,2,4,3,1,0,1136,250000,0,250000,33,0
CUST_04081,24,15,8,1,24.3,0,4,0,5,2,0,2,1,680,100000,100000,250000,21,0
CUST_04082,30,25,1,4,16.6,1,5,0,5,2,2,0,5,569,10000,40000,500000,41,0
CUST_04083,16,8,4,4,13.2,5,4,2,5,3,0,3,1,396,100000,200000,50000,35,0
CUST_04084,24,18,6,0,19.6,4,8,2,2,5,4,1,4,1251,100000,0,50000,59,0
CUST_04085,25,21,0,4,19.2,3,3,3,0,0,0,0,0,1513,25000,40000,75000,19,1
CUST_04086,20,12,5,3,29.3,1,2,1,1,1,1,0,0,972,500000,75000,500000,15,1
CUST_04087,28,27,0,1,28.7,4,7,7,2,0,0,0,3,1161,25000,10000,250000,21,0
CUST_04088,20,18,0,2,2.1,1,4,1,5,1,1,0,1,402,500000,100000,100000,52,0
CUST_04089,13,5,3,5,8.8,5,6,0,4,6,5,1,0,755,75000,50000,100000,13,0
CUST_04090,16,10,4,2,15.2,2,0,0,2,3,1,2,0,1499,250000,100000,50000,46,0
CUST_04091,22,15,6,1,11.6,2,3,3,2,3,3,0,3,62,250000,25000,500000,19,1
CUST_04092,5,5,0,0,12.7,1,1,1,5,2,2,0,0,1763,50000,0,75000,55,1
CUST_04093,19,17,1,1,20.9,4,0,0,1,4,2,2,0,1285,75000,25000,50000,12,0
CUST_04094,26,23,2,1,1.1,4,2,2,3,2,0,2,1,314,10000,10000,500000,14,1
CUST_04095,25,19,4,2,0.2,5,1,1,4,4,3,1,0,142,50000,50000,50000,32,0
CUST_04096,6,3,2,1,26.6,2,6,5,0,0,0,0,1,1381,250000,50000,25000,30,0
CUST_04097,26,26,0,0,26.5,0,3,3,0,5,3,2,0,52,100000,0,75000,30,1
CUST_04098,13,11,1,1,8.2,0,4,3,2,0,0,0,0,263,500000,100000,500000,7,1
CUST_04099,16,6,7,3,9.9,4,1,1,1,5,2,3,0,1285,75000,30000,75000,4,0
CUST_04100,9,8,0,1,7.3,4,1,0,3,0,0,0,1,259,75000,100000,100000,50,0
CUST_04101,26,26,0,0,23.2,2,6,0,5,4,3,1,0,719,500000,0,250000,24,0
CUST_04102,9,9,0,0,10.8,0,6,6,0,2,1,1,1,1226,500000,0,100000,46,1
CUST_04103,5,3,1,1,0.6,2,2,1,2,3,1,2,2,340,25000,10000,10000,46,0
CUST_04104,26,16,8,2,4.8,4,7,1,4,2,0,2,0,391,25000,20000,25000,44,0
CUST_04105,11,3,5,3,24.9,4,3,0,1,5,0,5,3,1399,75000,75000,250000,8,0
CUST_04106,20,11,1,8,1.2,5,5,5,5,4,3,1,4,702,25000,400000,500000,7,1
CUST_04107,29,28,1,0,14.4,1,8,3,2,4,4,0,2,1692,100000,0,250000,42,1
CUST_04108,23,18,5,0,11.6,3,8,8,1,3,2,1,2,1142,75000,0,75000,1,1
CUST_04109,12,2,7,3,11.7,5,2,2,0,1,0,1,0,1390,500000,300000,100000,9,0
CUST_04110,29,27,2,0,5.8,3,5,3,1,6,4,2,5,923,10000,0,50000,0,1
CUST_04111,6,4,2,0,1.3,0,8,3,0,1,1,0,3,106,100000,0,75000,46,1
CUST_04112,20,15,3,2,24.1,2,2,0,5,4,2,2,0,186,250000,50000,250000,20,0
CUST_04113,17,17,0,0,14.2,5,4,1,0,2,0,2,0,977,50000,0,10000,10,0
CUST_04114,8,3,2,3,3.0,0,2,1,3,2,1,1,2,245,500000,30000,25000,12,0
CUST_04115,11,10,1,0,7.7,5,6,1,3,2,0,2,4,318,100000,0,50000,20,0
CUST_04116,18,11,0,7,1.4,5,4,2,3,6,5,1,2,1633,250000,70000,10000,5,1
CUST_04117,20,14,0,6,18.2,0,1,0,4,1,1,0,0,1240,10000,300000,75000,26,0
CUST_04118,5,3,1,1,4.4,5,4,1,1,1,0,1,2,786,250000,100000,250000,47,0
CUST_04119,24,23,0,1,10.5,5,6,3,4,5,2,3,2,1463,500000,100000,25000,52,0
CUST_04120,10,2,7,1,11.4,1,4,2,5,1,0,1,2,1132,75000,25000,100000,34,0
CUST_04121,28,22,3,3,16.0,4,6,0,1,1,1,0,2,814,100000,150000,500000,58,0
CUST_04122,24,23,0,1,9.1,5,4,3,0,5,5,0,1,698,10000,100000,50000,57,1
CUST_04123,29,27,0,2,18.5,3,7,6,2,3,2,1,2,192,500000,20000,25000,8,1
CUST_04124,29,26,2,1,12.2,5,2,2,5,1,1,0,1,615,250000,10000,25000,10,0
CUST_04125,29,19,9,1,15.4,4,6,6,2,5,3,2,0,1666,50000,50000,500000,36,0
CUST_04126,20,13,2,5,2.6,2,2,1,5,1,1,0,1,713,100000,50000,25000,34,0
CUST_04127,7,4,0,3,12.8,4,7,2,0,5,4,1,7,1094,100000,300000,75000,36,0
CUST_04128,19,18,1,0,20.4,4,0,0,5,6,0,6,0,1567,50000,0,250000,46,0
CUST_04129,27,18,9,0,25.3,5,1,1,1,2,2,0,1,807,250000,0,25000,55,0
CUST_04130,14,10,4,0,9.4,3,6,3,0,5,3,2,3,219,100000,0,250000,30,0
CUST_04131,16,10,5,1,24.0,5,7,6,1,3,1,2,1,558,50000,50000,100000,22,0
CUST_04132,27,22,1,4,16.3,3,7,5,3,2,0,2,4,550,10000,100000,75000,39,0
CUST_04133,23,14,6,3,3.6,2,7,3,5,3,1,2,3,721,50000,30000,100000,26,1
CUST_04134,29,19,6,4,10.0,3,4,2,4,2,2,0,1,1377,100000,400000,250000,48,0
CUST_04135,8,8,0,0,18.1,3,7,7,0,5,5,0,5,828,25000,0,500000,34,1
CUST_04136,27,17,9,1,15.3,2,7,1,5,3,2,1,7,267,10000,10000,25000,44,0
CUST_04137,13,9,3,1,11.4,3,4,1,4,6,4,2,3,1105,100000,25000,10000,44,0
CUST_04138,9,7,0,2,4.4,3,2,2,1,4,4,0,1,1641,25000,200000,25000,32,0
CUST_04139,28,20,7,1,17.1,5,1,1,5,2,1,1,1,1493,500000,50000,100000,31,0
CUST_04140,13,5,2,6,14.4,2,3,0,3,1,0,1,3,872,10000,150000,75000,33,0
CUST_04141,9,4,0,5,25.7,0,8,0,4,0,0,0,5,765,10000,500000,50000,28,0
CUST_04142,28,28,0,0,9.4,2,7,5,2,6,1,5,4,637,25000,0,75000,53,0
CUST_04143,29,21,5,3,12.0,1,8,6,4,0,0,0,4,528,25000,75000,50000,16,1
